taux_de_reussite_g;nombre_eleves_segpa;nombre_eleves_ulis;garcons;filles
96.0;61;14;202;161
96.0;31;9;146;131
78.0;58;17;373;281
85.0;62;11;506;486
95.0;56;23;396;307
89.0;42;12;226;190
85.0;28;12;197;183
82.0;59;12;246;219
92.0;66;11;314;284
66.0;93;12;373;339
83.0;33;12;187;225
86.0;83;12;331;249
82.0;61;13;315;314
96.0;98;22;296;286
90.0;69;14;318;340
92.0;49;11;471;491
75.0;42;14;297;288
93.0;40;16;336;399
95.0;47;13;219;209
96.0;44;14;169;147
63.0;58;14;241;235
83.0;58;11;226;225
91.0;68;24;320;292
78.0;49;8;377;339
76.0;44;15;175;157
91.0;100;13;244;259
83.0;51;11;427;347
80.0;60;14;284;332
86.0;63;14;303;320
91.0;91;15;315;317
94.0;59;13;398;328
78.0;57;12;396;333
84.0;44;10;183;181
67.0;57;23;318;309
95.0;65;13;344;291
92.0;27;1;165;163
97.0;37;11;369;360
90.0;43;12;227;205
94.0;66;11;418;325
96.0;60;13;236;199
76.0;49;13;161;162
90.0;72;18;258;233
87.0;52;10;415;340
92.0;73;14;278;238
95.0;63;13;353;358
89.0;55;9;158;170
86.0;62;12;331;329
80.0;69;15;332;314
95.0;121;24;387;343
79.0;110;14;367;349
90.0;46;12;407;347
95.0;51;13;287;274
93.0;78;13;343;351
87.0;38;20;144;139
87.0;66;9;197;197
89.0;61;12;244;284
87.0;48;16;291;266
87.0;61;12;284;269
88.0;47;13;302;266
89.0;61;1;387;314
89.0;51;13;284;227
66.0;64;12;300;295
67.0;52;13;331;312
95.0;80;20;228;201
99.0;50;11;384;402
91.0;68;15;423;396
86.0;62;13;236;208
89.0;62;12;228;199
71.0;101;8;377;381
95.0;76;11;298;343
91.0;65;14;506;444
82.0;57;11;317;293
97.0;57;23;418;390
86.0;71;4;385;365
91.0;51;11;209;208
97.0;80;18;288;218
79.0;54;15;276;239
88.0;62;12;247;262
97.0;43;12;227;205
92.0;49;11;228;224
82.0;87;14;279;237
96.0;66;11;418;325
86.0;62;12;311;318
76.0;56;12;229;202
98.0;44;10;462;399
97.0;53;16;286;276
91.0;84;12;301;253
86.0;53;24;224;184
87.0;60;11;357;354
84.0;62;12;244;230
80.0;94;22;439;395
98.0;44;14;454;476
100.0;33;13;212;180
84.0;60;13;251;257
79.0;45;9;217;209
82.0;39;13;226;224
92.0;62;11;249;233
78.0;82;13;417;373
87.0;49;23;412;372
88.0;64;13;321;278
91.0;60;12;331;329
92.0;63;12;372;378
78.0;52;7;367;328
98.0;36;17;309;289
84.0;38;13;286;245
85.0;58;9;223;219
79.0;91;13;390;338
90.0;46;12;276;274
89.0;74;13;323;296
83.0;64;12;341;295
94.0;51;17;415;455
79.0;55;8;199;195
93.0;126;23;469;474
84.0;86;12;359;326
